1000
-124 99
-655 -204 1 5
267 434 37 1
-918 518 29 4
798 -820 219 1
-484 -829 5 495
-78 -352 5 330
260 -872 62 3
136 721 3 484
-849 -189 55 5
968 -503 214 3
960 -297 351 4
902 59 170 3
-426 -148 3 299
624 841 131 5
-796 -914 4 241
-85 121 21 2
-27 -797 2 41
262 -627 298 4
577 978 52 5
-609 -910 2 107
-724 -829 3 293
833 -207 373 2
-114 -414 474 3
-396 -99 2 294
476 594 1 111
-682 600 2 85
-748 726 1 65
-971 97 5 64
106 -376 2 15
998 -604 78 5
-149 334 3 344
847 318 74 2
-458 82 2 382
200 64 110 2
-459 -890 5 267
780 814 101 2
-727 495 3 304
579 753 100 3
803 -266 496 4
268 694 5 264
5 -368 11 2
-808 -8 2 61
601 -446 4 426
758 -74 378 2
-486 -971 83 3
813 837 4 62
636 -840 1 191
385 242 336 4
957 221 2 101
357 735 118 4
388 263 1 27
111 -621 37 5
-773 -263 85 4
-512 557 52 4
-724 -3 3 215
-995 -303 473 5
827 945 3 79
-390 -814 383 3
-650 -349 128 5
959 729 1 188
162 -142 3 76
-51 687 190 3
598 517 4 83
-982 -116 3 345
-270 -606 467 1
833 914 5 231
-416 -666 192 1
-175 941 5 454
-813 -104 1 325
344 -817 115 3
779 524 84 5
-123 39 5 37
-256 314 1 459
-124 -618 61 1
827 -40 405 3
511 -850 107 4
325 850 1 216
-702 -413 77 2
-948 841 4 174
785 -735 204 2
-248 393 72 2
542 683 12 4
-363 675 18 5
551 -153 4 284
-302 11 4 252
959 -711 5 69
-676 -823 5 143
404 -959 64 4
-736 -81 3 351
983 -383 4 54
-919 683 2 327
585 -118 5 274
227 -685 120 4
-98 30 1 165
-686 -599 125 1
239 908 5 217
260 -988 3 13
179 -729 300 3
165 951 6 2
959 -89 442 5
712 33 105 3
553 -289 4 38
-67 136 4 4
-794 -402 198 2
318 399 235 5
-264 -49 1 463
-630 167 5 98
832 362 3 31
526 -838 17 5
733 -411 285 5
-149 692 4 411
616 -830 3 8
488 393 156 1
696 -888 4 159
427 353 3 14
-711 604 2 223
911 400 5 279
-352 -993 4 125
-452 39 2 340
765 -757 5 335
-634 972 355 3
356 -14 4 5
91 -260 287 2
-211 -458 447 3
655 -998 4 196
463 -550 23 1
-778 350 274 2
-552 434 1 323
-527 -71 1 289
679 269 233 4
932 509 3 394
-388 24 4 14
153 -916 4 117
-313 490 2 206
778 564 4 223
-338 -641 143 5
142 -998 156 3
98 553 400 4
-821 690 4 188
-741 307 3 30
-920 -413 72 2
220 -517 5 46
-426 -712 3 122
505 -496 5 292
-664 790 224 1
-273 -588 1 7
754 976 4 302
-197 -320 84 2
-851 -592 99 3
-355 28 3 454
-838 -938 3 289
-58 616 109 1
-826 515 5 141
943 430 4 343
365 722 114 2
846 -798 143 1
347 -341 5 57
-540 354 1 120
263 163 209 1
-10 159 24 1
536 -443 1 201
-542 -795 3 313
-187 11 61 1
925 752 1 30
961 761 381 4
291 688 2 420
-581 190 38 2
882 -591 422 5
-950 -641 148 1
-773 954 5 162
220 648 10 5
993 713 59 2
788 787 32 5
499 411 4 425
11 -530 13 2
862 -603 2 101
-271 689 2 28
-597 -862 5 231
-22 419 440 3
-78 -477 218 1
818 392 2 22
-791 -931 64 3
626 -911 2 4
717 447 178 4
436 910 4 300
52 81 2 217
-879 321 3 391
506 -108 5 275
866 623 2 10
39 16 3 350
-365 -703 492 2
573 705 2 174
965 -768 256 3
-991 333 5 9
-438 234 4 198
-63 -626 88 1
858 281 73 3
173 592 3 487
-927 499 1 261
-869 -407 169 2
-553 -200 1 153
-984 -705 2 3
-55 463 129 2
-324 99 2 391
-697 719 3 44
61 -891 45 2
-10 406 15 5
-241 -426 404 1
-621 -286 17 2
78 -954 3 42
124 -974 3 178
769 620 4 312
-750 -678 4 98
708 -121 85 2
-15 -185 4 487
-467 -380 5 33
-913 -620 88 1
-610 -293 430 2
-635 -556 3 87
137 25 4 199
-802 -137 3 266
-738 -444 2 4
819 896 4 432
-866 397 1 403
-814 -779 5 44
-617 933 464 5
-814 737 4 185
903 950 3 236
-385 41 4 409
-949 360 1 42
894 -987 381 5
299 -994 155 3
119 463 116 2
-269 233 3 403
774 -626 5 161
978 499 229 4
-255 -584 481 5
983 767 360 1
-914 -522 38 1
995 -218 203 3
-533 -312 431 4
-494 573 4 156
-834 379 1 237
-139 80 3 152
-379 57 3 491
-87 190 5 404
-76 371 472 2
