1000
-266 178
-682 969 123 2
-144 146 3 483
-779 -229 2 149
837 132 266 2
-72 745 444 5
-31 167 5 446
-709 406 188 1
-412 469 65 3
-174 528 4 349
253 456 6 4
-334 -843 68 4
-115 -899 3 133
595 165 2 6
680 360 5 242
980 397 5 230
-234 -144 248 2
-953 140 150 2
704 821 20 2
-341 943 215 4
-85 -339 396 3
-176 914 53 2
-100 -30 1 223
-726 -403 4 343
533 -664 2 272
-998 -580 271 2
141 -265 4 443
-124 -183 150 4
445 -442 2 486
-467 -997 375 3
234 -399 156 1
7 -877 148 3
-734 -224 4 302
-377 -324 4 387
-391 -442 4 431
-361 -346 439 2
499 404 5 162
682 975 343 1
364 611 88 2
230 -28 2 479
-337 -269 207 4
-932 -556 4 258
-285 -651 60 2
-582 -427 15 1
283 -290 4 436
-98 147 92 2
-952 715 493 5
522 487 1 273
45 893 3 231
522 72 308 4
387 126 332 3
-62 -863 4 418
-363 -80 499 4
-768 227 295 5
613 848 5 111
-586 -302 5 32
-193 348 3 140
458 658 63 2
-123 -26 2 443
-222 410 4 417
-353 -869 66 3
650 393 3 230
536 151 3 57
42 395 3 325
708 -656 1 341
-434 -993 273 1
-964 591 5 220
-561 981 62 4
746 -934 384 1
744 -459 49 4
-566 17 2 43
-27 -802 5 185
330 196 1 79
655 -800 2 322
-749 -998 4 207
-832 433 349 5
215 -789 4 313
175 814 463 1
-937 -785 173 5
-281 50 4 222
746 -929 185 1
409 282 323 5
125 476 250 5
-81 450 2 150
185 -229 1 372
846 555 1 183
103 41 5 411
484 941 17 1
-124 -450 2 32
931 -291 1 65
310 411 91 5
-279 -481 113 3
892 -201 4 175
-838 320 189 3
621 794 188 2
-867 619 108 5
819 -193 4 227
-66 -880 281 1
374 774 257 3
24 773 2 153
-945 256 5 336
671 -322 3 128
-755 738 3 12
-973 418 4 343
-614 -509 449 4
905 199 219 3
-708 985 2 367
-533 -496 285 1
-77 -365 392 2
-534 675 291 4
-550 776 197 3
-92 -964 146 3
-104 -424 144 1
458 -608 1 342
-977 969 4 237
-694 -988 1 283
859 -993 255 5
254 -658 5 151
42 826 202 1
-94 244 1 66
-458 -725 13 4
-12 -753 5 175
-691 850 5 84
505 921 2 35
-87 663 4 351
591 373 1 57
211 534 264 2
-627 -259 4 267
484 -842 5 5
-611 237 13 4
-553 868 3 64
-208 631 2 98
378 -66 2 323
96 -332 118 5
-874 288 322 4
831 -377 3 285
149 -644 2 5
-623 -910 3 71
955 -804 424 2
-783 -709 4 52
901 183 2 399
781 82 5 484
-918 454 429 3
858 -536 5 188
909 -705 5 418
858 23 3 15
-86 -770 3 223
-536 -469 3 51
399 113 83 4
-762 -568 318 3
803 -678 5 15
181 -904 243 3
-846 769 434 5
512 -997 474 1
-673 -388 5 55
888 -800 430 5
967 650 2 60
-416 214 3 40
557 760 22 1
852 408 5 13
116 -35 5 499
678 -907 2 19
-646 -299 5 398
-798 142 296 3
-417 65 1 61
-627 847 75 1
984 -623 179 4
-324 428 2 78
-981 146 297 1
-301 818 5 123
-635 271 102 1
935 -821 461 2
522 -670 1 29
294 -679 4 276
499 -575 1 364
740 -535 1 465
521 967 369 3
494 -109 144 4
886 -575 3 200
-703 864 3 472
107 -947 5 53
560 -153 2 38
314 587 8 1
701 -883 1 108
29 -3 1 239
-222 938 56 4
-862 300 345 5
579 -635 1 376
-1000 -355 4 201
-332 -65 289 3
-585 -602 182 2
-72 -629 3 45
101 -829 3 194
443 -782 116 4
144 -884 30 3
-826 -548 179 3
122 -749 3 182
-926 -495 5 373
-867 847 4 251
722 -746 1 156
464 -760 2 427
659 921 101 5
-247 -426 87 3
676 -105 4 162
-802 531 224 2
-40 -709 4 136
-110 71 5 43
357 332 202 5
-835 -574 5 217
-132 296 4 133
649 -698 3 290
947 181 15 2
358 830 1 198
899 -358 2 267
172 626 335 2
383 -496 5 8
817 150 479 2
324 -608 1 113
645 -841 1 107
-132 145 4 57
198 659 164 2
634 -722 2 330
378 -717 2 148
-412 234 3 110
564 803 207 4
839 -721 449 1
-429 -372 4 294
-755 510 86 5
223 -282 1 466
-120 650 5 270
-864 -406 21 4
