100
22 9
457 582 110 3
773 -185 56 5
544 537 67 4
-571 -50 62 3
-541 -572 194 3
590 -341 5 392
-797 -899 4 409
-72 613 4 479
-647 407 1 373
-132 -906 1 33
859 884 384 5
-627 -680 208 4
856 -965 299 1
990 -487 251 1
395 947 170 1
-924 -120 499 3
361 839 3 467
-431 -445 144 3
22 -405 105 5
633 601 328 5
695 274 5 289
-544 -373 5 63
-529 -29 318 4
67 399 127 1
-979 996 278 1
-169 -440 3 329
-277 -901 4 338
-164 829 32 4
-701 790 216 3
-391 710 5 107
-361 470 447 3
-777 549 57 1
-583 587 262 1
-391 538 1 5
-12 -887 254 5
818 -849 1 397
-292 9 345 3
68 -307 436 1
803 -943 99 4
97 130 2 115
-773 4 5 219
265 -560 3 72
826 714 5 163
968 564 97 5
650 686 16 5
711 -410 256 5
-618 877 303 5
976 -602 456 4
-625 922 3 493
-290 566 321 3
-694 252 1 212
854 207 441 5
940 -546 359 1
647 708 3 170
-2 -844 229 2
-96 -106 444 1
365 371 314 4
342 713 266 2
-303 502 2 183
571 613 39 3
-970 345 138 4
326 -985 26 5
189 -823 1 2
754 -113 282 1
-943 -429 22 4
-755 -637 5 74
533 -74 2 67
-866 -408 420 4
-428 -162 169 2
317 276 1 137
-265 518 160 1
-948 -667 62 5
-422 336 450 5
356 84 489 5
-165 771 3 54
968 43 1 47
-720 -593 302 4
-726 838 309 1
-979 -708 93 5
-629 487 5 104
479 -209 3 115
-122 301 161 2
-18 27 139 5
-446 692 259 5
-954 -332 309 2
841 -457 424 3
557 124 1 223
-186 326 276 4
-177 827 4 473
-898 492 5 499
97 965 2 201
388 993 229 1
-38 -879 5 8
946 -624 309 4
713 -888 4 255
835 423 5 127
-361 -427 5 76
-35 849 2 400
-573 212 5 131
-565 -786 5 2
